ID,fluxes
G6PBDHh,0.3375160912065329
MMTSAO,0.0
EX_acald_e,0.0
RNTR1,0.016645867391350322
ADK2,0.00033729330359671007
Hexadecenoyl_isomerase,0.003846211482858313
NDPK9n,0.0
CTPS1,0.08064496822800288
EX_fe2_e,-0.0
DKGLCNR2y,0.0
LPGS_Lgg,0.008032524428727515
PGAMT,-0.06018846931728658
ASPTRS_1,0.03878227430669779
SFH,0.0
PUNP6,0.0
R08880,0.0
PYK4,0.12011399687547109
TO0003279,0.0
GMPS,0.09922319973047675
e_Exopolysaccharide,0.02490043528192993
URIK1,0.0
ATPS4r,-0.2650768566909685
KPIMR,0.0
GLUTRS_1,0.029046800811968122
EX_gthrd_e,-0.0
TZ4900000,0.0
UDPGALM,0.0
MNNH,0.0
LO,0.0
R08159,0.002628244513286514
TO1000064,0.0
PCFPTm,0.0
R02184_1,0.0
TZ3101342,0.0
CLPNS_Lgg,0.0011900037162131817
EX_ala__L_e,-0.0
R02184,0.0
UAPGR,0.026949053208052135
INS2D,0.0
EX_isomal_e,-0.0
LHISO,0.0
LYSTRS_1,0.046343657341229166
MAL6PG,0.0
GF6PTA,0.06018846931728658
S6PG,0.0
SBTD_D2,0.0
TO0000218,0.0015178198661871534
TDMAT6,-0.06352659299187648
DRPA,-0.01461026732056967
DDMAT5,-0.06352659299187648
TO1100156,0.0
FMNAT,0.0006783132985615481
R11636,0.0
LIPATPT,0.0
PFK_3,0.0
NDPK8n,0.0
DAPE,0.0
R08603,0.0
EX_HC00822_e,-0.0
TO3000361,0.0
TO0000654,0.0
EX_co2_e,2.2387116436045607
TR1000128,0.18974495091620155
GLYTRS_1,0.0633124897201118
TO1000117,0.0
GALUi,0.0833063358626504
EX_tetdecacid_e,0.0
DHORD_NAD,0.0
RNDR3,0.0
TO3001370,0.0
PGIA,8.381320250799854
METS,0.013611694059020822
EX_salcn_e,0.0
EX_mal__L_e,0.0
EX_gal_bD_e,0.0
EX_rib__D_e,0.0
EX_orn__L_e,-0.0
DTMPK,0.016777253154757907
TZ4900064,0.0
GLYK,0.0011900037162131817
IPDDIx,0.0005746774532844421
TYRTA,0.0
EX_C03912_e,-0.0
EPMGH,0.0
HDMAT7,-0.05705213699573165
EX_glcur_e,-0.0
EX_thym_e,-0.0
TRE6PH,0.0
MCMAT5,0.06352659299187648
EX_mththf_e,0.0
EX_4h2oxg_e,-0.0
FCLPA,0.0
DEMAT4,-0.06352659299187648
DHPTDCs2,0.0
T_abc_L_Glutamine,0.0
G6PI,0.3375160912065329
NMNR,0.0
NTD3pp,0.0
T_sym_Pantothenate,0.0031248246376987974
VALTA,0.0
R02814,0.04493657082472796
R11337,0.0
R09381,0.03205176235715261
NDPK7n,0.0
EX_o2_e,0.0
TMDS,0.016777253154757907
R00026,0.0
DPCOAK,0.0006942347414011785
CPPPGO,0.0
NADK,0.000716148815221529
ACCOAC,0.48866116889714867
MHPGLUT2,0.0
DURIK1,0.0
EX_h2s_e,0.0
NTD2pp,0.0
T_sym_Acetate,0.002714094857588934
EX_cys__L_e,-0.009053175090275367
EX_pro__L_e,-0.03881120284543162
MS,0.0
TRPAS1,0.0
EX_rmn_e,0.0
R05168,0.0
OCMAT3,-0.06352659299187646
TR0000190,0.0
EX_met__L_e,-0.02329466315170467
PYROX_1,0.0
T_diff_Oxalate,0.0
DATCY,0.0
AIRC3,0.0
R04014,0.0
ARGTRS_1,0.042507522666934056
DGK1,0.01461026732056967
GAPDH,16.477371774869553
METTRS_1,0.0246714116409099
NTD9pp,0.01461026732056967
ATPM,1.0
TO1000023,0.10255357286253264
TZ4900004,0.0
EX_glu__D_e,0.0
T_diff_Acetaldehyde,0.0
TO0000184,0.0
HBUHL1,0.06352659299187646
EX_NH4_e,2.670450635230244
EX_hqn_e,-0.0
T_sym_D_Ribose,0.0
GLUCYS,0.001733623638628588
DGTUP,0.0
NTD11pp,0.0
MANAO,0.0
HTDR6,-0.06352659299187648
CYTDK2,0.0
R04112,0.0
R08503,0.0
R10268,0.0
NDPK6n,0.0
IGPDH_1,0.0
KPIMD,0.0
KAT1,0.006321451986128863
THRAL,0.17993208619584777
ADAPAT,0.0
ORNDC,0.0
LDH2,0.0
e_Lipid,0.02428560971941314
RNDR1,0.0
G1PACT,0.06018846931728658
EX_lcts_e,0.0
MMSAD1,0.0
TZ2900002,0.0
HSERTA,0.002714094857588934
EX_cit_e,0.0
PPAKr,0.0
ENO,16.477371774869553
R03240,0.0
MTHFR2,0.0
T_sym_Folate,0.0011965120272139224
PTPATi,0.0006942347414011785
PPM,0.01461026732056997
DADK,0.0
CYTK2,0.0
MCMAT3,0.06352659299187646
EX_galt_e,-0.0
TO3000409,0.0
T_abc_Melibiose,0.0
EX_pnto__R_e,-0.0031248246376987974
HOCR3,-0.06352659299187646
TRDR,0.04808552093967741
e_Biomass,0.30741278125839416
R08361,0.0
TO3000781,0.0
EX_dcyt_e,0.0
DATUP,0.0
EDA,0.0
CYSTGL,0.0
TZ4900039,0.0
HTDHL6,0.06352659299187648
ASPK_1,0.002714094857588934
TR0000268,0.0
R11634,0.0
PPA2,0.0
3NUCLE2,0.0
T_abc_L_Isoleucine,0.0
HMPK1,0.0
PMPK,0.0
TO1000161,0.09511963948319525
T_diff_H2O,1.2517095068737847
DCTCP,0.0
DRBK,0.0
MTAD,0.0
EX_nac_e,-0.0015178198661871534
EX_gly_e,-0.0
HDDHL5,0.06352659299187648
GLNS,0.0
EX_fol_e,-0.0011965120272139224
PGL,0.3375160912065329
R01706,0.010448874528431752
G3PD2_1,0.15028152077500934
HXPRT,0.20064255011763343
TO0000100,0.0
R11319,0.0
TRPS2h,0.0
e_Peptidoglycan,0.02674491196948029
XPPT,0.0
e_Lipoteichoic_acid,0.018137354094245255
CHOLD,0.0
TO3000377,0.0
PYAM5PO,0.0
HIBDm,0.0
GDH2,0.0
ALAALAr,0.0
TO1100054,0.0
DGTCY,0.0
GRTTx,0.0005746774532844421
T_PEP_L_Sorbose,0.0
TPI,-8.170850260707558
DDGLK,0.0
T_diff_HCO3,0.0
FRUK,0.0
DHAPT,0.0
PYDXK,0.0021564391779713833
23PDE4pp,0.0
MMSAD3,0.0
PC,0.0
EX_his__L_e,-0.021938177439748165
R10865,0.0014091612311422587
DCTUP,0.0
DTTGY,0.0
PUNP1m,-0.20064255011763343
EX_etoh_e,0.020046898824391986
EX_lys__L_e,-0.0732927105492813
NTD6pp,0.0
EX_e_Biomass,0.30741278125839416
R00471,0.0
GLCE,0.0
GCALDt,0.0
TZ4900021,0.0
M1PD,0.0
R08198,0.0
PGLYDH,0.0
G3PO,0.0
DUTUP,0.0
PGPP_Lgg,0.1194197621340699
EX_man_e,0.0
T_abc_L_Aspartate,0.0
NTD8pp,0.0
R10283,0.0
kaasIII,0.06352659299187646
PDX5POi,0.0
TR1000039,0.0732927105492813
PUNP7,0.0
CYTB_B2,0.0
HODR8,0.0466032624672999
PRATPP,0.0
ACLDC,0.0
e_Fatty_acid,0.06410352471430522
R10993,0.0
PKETX,0.0
PFL,0.6340546820222872
EX_alaala_e,-0.0
R09247,0.0
R09099,0.0
EX_h_e,13.992442741051855
G3PD,0.0
EX_mana_e,-0.0
PRAMPC_1,0.0
PHETA1,0.0
EX_ppi_e,-0.0
e_DNA,0.01936700521927883
TZ4900005,0.0
RNTR2,0.0
UTCY,0.0
EX_diact_e,0.0
HOCHL3,0.06352659299187646
PDH,0.0
BPNT,0.0
R03163,0.0
EX_lac__D_e,-0.0
CFAS180,0.010897599201431888
HPROb,0.0
ASPTA,1.792760515283341
LEUTA,0.0
PGMT_B,0.0
NTD1pp,0.0
NDPK4n,0.04463457528572057
PYK3,0.18603228279706377
URIK2,0.0
FCLT,0.0
ACYP,0.0
TR1000137,0.0
R08163,0.0016666916425719356
IMPD,0.09922319973047675
RHCCE,0.0
KG6PDC,0.0
T_abc_L_Glutamate,0.0
URIDK2r,0.0
23PDE7pp,0.0
T_sym_L_Phenylalanine,0.03935216547823966
HDER4,-0.06352659299187646
TALA,0.0
G6PDA_1,0.0
TO0000438,0.0
NAMNPP,0.0015178198661871534
GLUKA,0.0
EX_cellb_e,0.0
SBTPD,0.0
DHORDfum,0.0
CBLAT,0.00033729330359671007
UDCPDP,0.0
EX_asn__L_e,-0.9999999999999345
PMEVKx,0.006321451986128863
GUI2,0.0
EX_thm_e,-0.0020077743569548237
TO1000119,0.021938177439748165
PNTK,0.0006942347414011785
EX_C00072_e,-0.0
AHMMPS_1,0.0
GLUR,0.026949053208052135
Octadecenoyl_isomerase,0.04493657082472796
MTGH,0.0
PYDXO_1,0.0
NDPK3n,0.0
EX_phe__L_e,-0.03935216547823966
T_diff_Tetradecanoic_acid,0.0
RE2034C,0.0
TKT2,0.0
NDPK1,0.0
TO1000186,0.0
D5KGK,0.0
T_sym_Formate,0.6340546820222872
MTHTHFSs,0.0
R02985,0.0
RHCYS,0.010897599201431888
TO1000035,0.0
UDCPDPS,0.0005746774532844421
PPCK,0.0
PHETRS_1,0.03935216547823966
TO3000376,0.0
RNTR4,0.016777253154757907
ILETA,0.0
OMPDC,0.0
MI3PP,0.0
TO3000331,0.00218121664814081
CTPS2,0.0
EX_thymd_e,0.0
EX_dgsn_e,0.0
NADH4,0.0
e_Cofactor,0.007992732312718248
TR1000129,0.03881120284543162
PTA2,0.0
TO3001304,0.0
T_abc_L_Valine,0.0
GLUNpp,0.0
PYK5,0.0
PRAGSr,0.0
G3PACT,0.03205176235715261
T_diff_Octadecanoic_acid,0.0
T_diff_Octadecenoic_acid,0.0
FUM,-0.10141935038715669
NP1,0.0
TO1000381,0.0
TRPTRS_1,0.010381166565208535
EX_cysi__L_e,0.0
GLYCTO1p,0.0
EX_trp__L_e,-0.010381166565208535
T_sym_L_Lactate,17.71136873944198
EX_asp__D_e,0.0
ADPT2,0.0
ADSS,0.10141935038715669
T_PEP_Arbutin,0.0
NDPK2n,0.0
EX_pydx_e,-0.0021564391779713833
DGNSK,0.01461026732056967
T_abc_L_Cysteine,0.009053175090275367
DAGK,0.0873679997769173
EX_tre_e,0.0
EX_gln__L_e,0.0
r0680,0.0
LEUTRS_1,0.09523370959876115
T_sym_Succinate,0.0
HMGCOAS,0.006321451986128863
R02081,-0.006321451986128863
TO1000051,0.042507522666934056
EX_ptrc_e,-0.0
EX_arbt_e,0.0
GLYCL,0.0
PRAIi,0.0
TO3001316,0.0
EX_glcn__D_e,0.0
PRO1x,0.0
EX_na1_e,0.0
EX_tsul_e,-0.0
EX_ile__L_e,-0.05961287208496062
TMDPP,0.0
GMPR,0.0
EX_mthgxl_e,-0.0
UAG2E,0.0
HHDR7,-0.060898348478589964
r0202,0.0
IG3PS_1,0.0
e_Protein,0.0946831366275854
AB6PGH,0.0
MACCOAT,0.0
ALCD25xim,0.0
R01579,0.0
NADHPO,0.0
EX_srb__L_e,0.0
T_diff__S__Lactaldehyde,0.0
EX_C00819_e,-0.0
EX_acmum_e,0.0
SBP_1,0.0
KGLACPR,0.0
FBA3hi,0.0
ADA,0.20064255011763343
T_diff_Benzaldehyde,0.0
TO1100108,0.0
R01767,0.0
FPGPL,0.0
EX_dha_e,0.0
T_PEP_Trehalose,0.0
ALATA_L,-0.1818253469211668
R01105,0.0
EX_hdca_e,0.0
T_diff_Hydrogen_sulfide,0.0
AGDC,0.0
EX_xan_e,0.0
PTAr,0.0
T_diff_Hexadecenoic_acid,0.0
MPAKI,0.0
SERTRS_1,0.05181325023480118
T_diff_Hexadecanoic_acid,0.0
ALCD2x,-0.020046898824391986
EX_HC00832_e,-0.0
MCMAT7,0.060898348478589964
H4THDPS,0.0
DHFR,0.01797376518197183
r1109,0.0
e_RNA,0.09130159603374306
MALTATr,0.0
TO1000121,0.0
PUNP5,0.20064255011763343
THFGLUS,0.0
BFBP,0.0
HCO3E,-0.48866116889714867
TO1000320,0.0
EX_gua_e,-0.0
EX_C16737_e,-0.0
PPCDC,0.0006942347414011785
CYSS_2,0.0
TYRTRS_1,0.03015868476884455
TI2000220,0.003261564382032086
RPE,0.0
GNKr,0.0
EX_glyc_e,0.0
GLUSy,0.10501256452117039
R10463,0.0
GLUTRS_Gln,0.04482409520388381
NNATr,0.0015178198661871534
T_abc_Thiamine,0.0020077743569548237
Fatty_acid_kinase,0.06410352471430522
EX_fru_B_e,0.0
CMK,0.0
TDPGDH,0.02785732213096266
ME1,0.10141935038715669
GTHS,0.001733623638628588
T_abc_L_Histidine,0.0
DUTCP,0.0
R07175,0.0
DURIPP,0.0
PPNCL2,0.0006942347414011785
MCMAT6,0.06352659299187648
PRASCSi,0.0
R01101,0.0
T_diff_Hydrogen_cyanide,0.0
R09952,0.0
R06251,0.0
PRFGS_1,0.0
R04241,0.0
MI4PP,0.0
NADS1,0.0015178198661871534
THPAT,0.0
PUNP2,0.0
RNDR4,0.0
R01902,0.0
EX_2hbut_e,0.0
EX_ala__D_e,-0.0
R10712,0.0
PRAIS_1,0.0
T_diff_Oxygen,0.0
LDH_L,-17.71136873944198
LDH_D,0.0
OGMEACPD,0.0
TO1000041,1.0
EX_sucr_e,-0.0
T_abc_Cobalamin,0.00033729330359671007
NDPK5,0.01461026732056967
HSDy,0.002714094857588934
TR0019001,0.0
AIRC2,0.0
TZ4900011,0.0
ARGSS,0.0
T_diff_Ammonia,2.670450635230244
GALM,0.0
TO3000154,0.49408275050825173
EX_ser__L_e,-0.2621342836444277
PYDAMK,0.0
ACM6PH,0.0
ASPSE,0.9626252880428365
RBFK,0.0018460514894496842
R12240,-0.03205176235715261
SDPDS,0.0
DTTUP,0.0
H4THDPR,0.0
MALACPD,0.0
THRA_1,0.03465716614496166
NMNATn,0.0
ADSL1r,0.10141935038715669
CHRM,0.0
SGHA,0.0
DUTPDP,0.016777253154757907
THFGLUS_1,0.0
RMK,0.0
PGI,0.0
IGPS_1,0.0
UGT1_Lgg,0.0014091612311422587
R08639,0.0
r0047,0.0
DDPGA,0.0
HHYR2,-0.06352659299187646
GND,0.3375160912065329
EX_inost_e,0.0
EX_cbl1_e,-0.00033729330359671007
R11635,0.0
ACYP_2,0.0
CYTK1,0.12011399687547109
MTHFR3,0.013611694059020822
ALATRS_1,0.049645388925901444
Glycolipid,0.0014091612311422587
TO1000156,0.06610020081076358
EX_glc_D_B_e,0.0
r0013,0.0
R10267,0.0
r0514,0.0011965120272139224
T_sym_Salicyl_alcohol,0.0
D5KGPA,0.0
R05052,0.0
TO1000132,0.9999999999999345
TO0000412,0.0
PFK_2,0.0
EX_malt_e,0.0
T_sym_D_Sorbitol,0.0
UTUP,0.0
DAPDC,0.0
HISTRS_1,0.021938177439748165
LALDO3,0.0
EX_hexedecacid_e,0.0
GK1,0.08461293240990708
MLTG7,0.0
HETZK,0.0
ALOX,0.0
FTHFLi,0.0
GLUPRT,0.0
MCMAT4,0.06352659299187646
MPL,0.0
ADSL2r,0.0
R02813,0.0
EX_tyr__L_e,-0.03015868476884455
T_PEP_Maltose,0.0
CLB6PH,0.0
EX_ribflv_e,-0.003261564382032086
OAGMIG,0.0
EX_lac__L_e,17.71136873944198
BACCL,0.0
r0311,0.0
TO1000222,0.0
RNDR2,0.0
R02241,0.0
ASPT,0.0
MACPMT,0.48866116889714867
MALT,0.0
TO0000396,0.0
TO1000054,0.2621342836444277
GLUDxi,1.5059226038410038
ORPT,0.0
EX_arg__L_e,-0.042507522666934056
EX_mnl_e,0.0
T_abc_L_Lysine,0.0
UAG4Ei,0.0
TPRDCOAS,0.0
3NUCLE3,0.0
EX_2hymeph_e,-0.0
SSALy,0.0
LDAPAT,0.0
SUCBZS,0.0
r0627,0.0
DAPDA,0.0
GUAPRT,0.0
GGPS_1,0.0
T_uni_Autoinducer_2,0.0
PHCYT_Lgg,0.1194197621340699
4HTHRS,0.0
ASNTRS_1,0.037374711957098
RMI,0.0
CYSTRS_1,0.003911221852656667
TMDPK,0.0020077743569548237
FMNRx2,0.0
GHMT2r,-0.03038894721377873
GLUDy,0.0
HSK,0.0
EX_xylt_e,-0.0
CYSLYSL,0.0
ASADH,0.002714094857588934
T_PEP_Cellobiose,0.0
BTMAT1,-0.06352659299187646
TR0000021,0.0
MEVK1,0.006321451986128863
RPI,-0.3375160912065329
EX_hco3_e,0.0
SYGH,0.0
T_diff_Ethanol,0.020046898824391986
TO1000092,0.16086358774471474
EX_acgam_e,0.0
PYK,7.009917131898283
MTHFD,0.0
23PDE9pp,0.0
ATAMh,1.4211382863580972
PGK,-16.477371774869553
PPDK,0.0
FGFT,0.0
GTHOr,0.0
UPPRT,-0.16086358774471474
UAGCVT,0.026949053208052135
T_abc_L_Arginine,0.0
GMPS2,0.0
T_PEP_Sorbitol,0.0
R01555_1,0.0
ANTPPT,0.0
EX_a_gal__D_e,0.0
R02133,0.0
3NUCLE1,0.0
MLGH,0.0
TDPDRR_1,0.02785732213096266
GTHPi,0.0
R07145_V1,0.0
MCMAT2,0.06352659299187646
CYTDK1,0.0
R01283,0.0
PROTRS_1,0.03881120284543162
MI1PP,0.0
GALKr,0.0
THRS_1,0.0
EX_lald__L_e,-0.0
BTNPL,0.0
PPA,1.9935456627882904
HSTPTr,0.0
HP,0.0
R04470,0.0
METB1,0.002714094857588934
SKDH,0.0
MTAN,0.0
PYDXNO,0.0
PFK,8.321131781482567
TO1000130,0.0
EX_btn_e,-0.00218121664814081
GLNTRAT,0.04482409520388381
TI3001589,0.0
TO3001301,0.0
NOX,0.0
ASNS2,0.0
R11633,0.0
UGLT,0.0
HHDHL7,0.060898348478589964
RAFH,0.0
TZ4900008,0.0
HDEHL4,0.06352659299187648
EX_din_e,0.0
G1PTT,0.02785732213096266
T_PEP_N_Acetyl_D_glucosamine,0.0
ADPRDP,0.0
VALTRS_1,0.06610020081076358
KAS14,0.0
EX_val__L_e,-0.06610020081076358
DADA,0.0
HCGAL,0.0
T_sym_Xanthine,0.0
EX_pi_e,-0.49408275050825173
PRMICI,0.0
ALLPI,0.0
